Brand,Vehicle_Type,Title,Fuel Type,Engine (cc),Condition,Gear,Price,Location,Mileage,Options,More_Details,Listing_URL
Kia,SUV,Kia Sportage 2015 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 9,690,000",Pannipitiya,"138,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","🚘 𝗞𝗜𝗔 𝗦𝗣𝗢𝗥𝗧𝗔𝗚𝗘 𝟮𝟬𝟭𝟱 – 𝗙𝗢𝗥 𝗦𝗔𝗟𝗘 
💎 𝗦𝘁𝘆𝗹𝗶𝘀𝗵 • 𝗟𝘂𝘅𝘂𝗿𝘆 • 𝗣𝗼𝘄𝗲𝗿𝗳𝘂𝗹 𝗦𝗨𝗩 💎
━━━━━━━━━━━━━━━━━━━
🚘 𝗠𝗮𝗻𝘂𝗳𝗮𝗰𝘁𝘂𝗿𝗲𝗱 : 𝟮𝟬𝟭𝟱
📅 𝗥𝗲𝗴𝗶𝘀𝘁𝗲𝗿𝗲𝗱 : 𝟮𝟬𝟭𝟱
⚙️ 𝗘𝗻𝗴𝗶𝗻𝗲 : 𝟮𝟬𝟬𝟬𝗰𝗰
⛽ 𝗙𝘂𝗲𝗹 : 𝗗𝗶𝗲𝘀𝗲𝗹
🔄 𝗧𝗿𝗮𝗻𝘀𝗺𝗶𝘀𝘀𝗶𝗼𝗻 : 𝗔𝘂𝘁𝗼𝗺𝗮𝘁𝗶𝗰
🛋 𝗦𝗲𝗮𝘁𝗶𝗻𝗴 : 𝟱 𝗦𝗲𝗮𝘁𝘀
👤 𝟯𝗿𝗱 𝗢𝘄𝗻𝗲𝗿
       𝗡𝗲𝘄 𝗙𝗮𝗰𝗲 𝗠𝗼𝗱𝗲𝗹
━━━━━━━━━━━━━━━━━━━
✅ 𝗗𝘂𝗮𝗹 𝗠𝘂𝗹𝘁𝗶𝗳𝘂𝗻𝗰𝘁𝗶𝗼𝗻 𝗦𝘁𝗲𝗲𝗿𝗶𝗻𝗴 𝗪𝗵𝗲𝗲𝗹
✅ 𝗥𝗲𝘃𝗲𝗿𝘀𝗲 𝗖𝗮𝗺𝗲𝗿𝗮
✅ 𝗔𝗻𝗱𝗿𝗼𝗶𝗱 𝗗𝗶𝘀𝗽𝗹𝗮𝘆 𝗦𝗲𝘁𝘂𝗽
✅ 𝗖𝗹𝗶𝗺𝗮𝘁𝗲 𝗖𝗼𝗻𝘁𝗿𝗼𝗹 𝗔/𝗖
✅ 𝗙𝗮𝗰𝘁𝗼𝗿𝘆 𝗙𝗶𝘁𝘁𝗲𝗱 𝗔𝗹𝗹𝗼𝘆 𝗪𝗵𝗲𝗲𝗹𝘀
✅ 𝗡𝗲𝘄 𝗧𝘆𝗿𝗲𝘀
✅ 𝟮 𝗦𝗰𝗼𝗼𝗽 𝗟𝗶𝗴𝗵𝘁𝘀
✅ 𝗗𝗮𝘆𝘁𝗶𝗺𝗲 𝗥𝘂𝗻𝗻𝗶𝗻𝗴 𝗟𝗮𝗺𝗽𝘀
✅ 𝗙𝗼𝗴 𝗟𝗮𝗺𝗽𝘀
✅ 𝗥𝗲𝗮𝗿 𝗪𝗶𝗽𝗲𝗿
✅ 𝗣𝗼𝘄𝗲𝗿 𝗦𝗵𝘂𝘁𝘁𝗲𝗿𝘀 & 𝗠𝗶𝗿𝗿𝗼𝗿𝘀
✅ 𝗦𝗽𝗮𝗰𝗶𝗼𝘂𝘀 𝗜𝗻𝘁𝗲𝗿𝗶𝗼𝗿
━━━━━━━━━━━━━━━━━━━
🔧 𝗖𝗼𝗺𝗽𝗮𝗻𝘆 𝗠𝗮𝗶𝗻𝘁𝗮𝗶𝗻𝗲𝗱
💯 𝗘𝘅𝗰𝗲𝗹𝗹𝗲𝗻𝘁 𝗥𝘂𝗻𝗻𝗶𝗻𝗴 𝗖𝗼𝗻𝗱𝗶𝘁𝗶𝗼𝗻
🚗 𝗦𝗺𝗼𝗼𝘁𝗵 & 𝗣𝗼𝘄𝗲𝗿𝗳𝘂𝗹 𝗗𝗿𝗶𝘃𝗲
👨‍👩‍👧‍👦 𝗜𝗱𝗲𝗮𝗹 𝗙𝗮𝗺𝗶𝗹𝘆 𝗩𝗲𝗵𝗶𝗰𝗹𝗲
━━━━━━━━━━━━━━━━━━━
📍 𝗟𝗼𝗰𝗮𝘁𝗶𝗼𝗻 : 𝗣𝗮𝗻𝗻𝗶𝗽𝗶𝘁𝗶𝘆𝗮
📞 𝗖𝗼𝗻𝘁𝗮𝗰𝘁 : 𝟬𝟳𝟭𝟬𝟳𝟵𝟯𝟯𝟯𝟱
💰 𝗣𝗥𝗜𝗖𝗘 : 𝗥𝘀. 𝟵,𝟲𝟵𝟬,𝟬𝟬𝟬 💰
📢 𝗚𝗲𝗻𝘂𝗶𝗻𝗲 𝗕𝘂𝘆𝗲𝗿𝘀 𝗢𝗻𝗹𝘆
📢 𝗙𝗶𝗻𝗮𝗻𝗰𝗲 𝗖𝗮𝗻 𝗕𝗲 𝗔𝗿𝗿𝗮𝗻𝗴𝗲𝗱
#𝗞𝗶𝗮𝗦𝗽𝗼𝗿𝘁𝗮𝗴𝗲 #𝗦𝗽𝗼𝗿𝘁𝗮𝗴𝗲𝟮𝟬𝟭𝟱 #𝗦𝗨𝗩𝗦𝗿𝗶𝗟𝗮𝗻𝗸𝗮 #𝗩𝗲𝗵𝗶𝗰𝗹𝗲𝗙𝗼𝗿𝗦𝗮𝗹𝗲 #𝗞𝗶𝗮𝗦𝗿𝗶𝗟𝗮𝗻𝗸𝗮",https://riyasewana.com/buy/kia-sportage-sale-pannipitiya-11708102
Nissan,SUV,Nissan GRAVITE TEKNA-AMT 2026 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 10,300,000",Matara,220 km,"[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","NISSAN GRAVITE Launch Edition 
Automatic transmission 
Parking senses 
Apply car play 
Push start 
6 Air bags 
Two tone interior 
Two tone exterior 
8' Touch screen 
Fog lights 
Premium leather interior 
3D Sound system 
Rear a/c vents 
LED Headlight 
Multifunction steering wheel 
7 Seated",https://riyasewana.com/buy/nissan-gravite-tekna-amt-sale-matara-11708099
Toyota,SUV,Toyota RAIZE Z BACK TOP 2020 SUV (Used),Petrol,990,Registered (Used),Automatic,"Rs. 11,150,000",Gampaha,"69,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","1ST OWANAR.
1000CC.TURBO 
4WAY CAMS.
APPLE PLAYER.
RECORDS AVAILABLE.
JAELA.",https://riyasewana.com/buy/toyota-raize-z-sale-gampaha-11708094
Kia,SUV,Kia Sportage 2011 SUV (Used),Petrol,1998,Registered (Used),Automatic,"Rs. 7,550,000",Kelaniya,"93,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","KIA Sportage 
YOM 2011
93000KM
New Bridgestone Tyres
New Battery 
Accident Free Vehicle 
Automatic 
Petrol
Kelaniya

Exchanges considered",https://riyasewana.com/buy/kia-sportage-sale-kelaniya-11708090
Tata,SUV,Tata Sumo Jeep 2003 SUV (Used),Diesel,2000,Registered (Used),Manual,"Rs. 3,800,000",Avissawella,"850,000 km","[""AIR CONDITION"", ""POWER STEERING""]","Tata Sumo Jeep
HD - xxxx
Orginal Clear Document
2003 Brandnew
Dual A/C
Power Steering
Turbo Intercooler
7 Seats
4WD   4x4
Orginal Diesal
Diesal 1L per 15km
Mud tyers 
Bluetooth Setup
Reverse Camera
Engine Runing 100%",https://riyasewana.com/buy/tata-sumo-jeep-sale-avissawella-11708085
Land-Rover,SUV,Land-Rover Defender 110 1979 SUV (Used),Diesel,2500,Registered (Used),Manual,"Rs. 145,000",Boralesgamuwa,"94,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER WINDOW""]","Manufactured year - 1979 
Good condition
seating capacity - 6
Body type - SUV / 4x4
Home used
Smart radio display included (bass sounds)

Price - Negotiable

Contact for more details - 0774381235",https://riyasewana.com/buy/land-rover-defender-110-sale-boralesgamuwa-11708083
Honda,SUV,Honda Vezel Z Premium 2024 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 18,500,000",Embilipitiya,"18,700 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","2024-2025 honda vezel z premium
Original japan body kite
04y camara 
10 speakar",https://riyasewana.com/buy/honda-vezel-z-sale-embilipitiya-11708063
Mitsubishi,SUV,Mitsubishi Montero 2000 SUV (Used),Petrol,3500,Registered (Used),Automatic,"Rs. 10,700,000",Colombo,"123,456 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]",,https://riyasewana.com/buy/mitsubishi-montero-sale-colombo-11708054
Toyota,SUV,Toyota Land Cruiser Prado 250 VX 2025 SUV Unregistered (Recondition),Petrol,2700,Unregistered (Recondition),Automatic,"Rs. 65,000,000",Matara,17 km,"[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Toyota Land Cruiser Prado 250 VX 
2025
0 Millage 
Auctio S Grade",https://riyasewana.com/buy/toyota-land-cruiser-sale-matara-11708030
BMW,SUV,BMW X1 2011 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 12,000,000",Dehiwala-Mount-Lavinia,"192,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","🚘 BMW X1 2011 for Sale 🚘

✔ Registered in 2013
✔ 3rd Owner
✔ No pending repairs
✔ Excellent running condition
✔ Smooth engine & gearbox
✔ Well maintained vehicle
✔ Luxury and comfortable SUV
✔ Clean interior & exterior
✔ A/C working perfectly
✔ Alloy wheels
✔ All documents clear",https://riyasewana.com/buy/bmw-x1-sale-dehiwala-mount-lavinia-11707993
Toyota,SUV,Toyota LAND CRUISER V8 SAHARA 2017 SUV (Used),Petrol,4800,Registered (Used),Automatic,"Rs. 53,000,000",Piliyandala,"83,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","TOYOTA MAINTAINED 
2017 MANUFACTURED 
LETHER ELECTRIC SEAT, COOLER BOX 
REAR POWER DOOR 
SHOWROOM CONDITAION 💯",https://riyasewana.com/buy/toyota-land-cruiser-sale-piliyandala-11707988
Honda,SUV,Honda Vezel 2014 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 8,100,000",Negombo,"168,000 km",[],"Pearl white 
Dual clutch replacement is done. 
Genuine buyers only 
No brokers",https://riyasewana.com/buy/honda-vezel-sale-negombo-11707977
Toyota,SUV,Toyota Land Cruiser Prado 150 2015 SUV (Used),Petrol,2700,Registered (Used),Automatic,"Rs. 38,200,000",Boralesgamuwa,"46,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","CAT xxxx, 2015 manufacturing, 2016 register, 1st owner, fully loaded,company maintenance records available, good condition vehicle",https://riyasewana.com/buy/toyota-land-cruiser-sale-boralesgamuwa-11707976
Honda,SUV,Honda CRV 2008 SUV (Used),Petrol,2400,Registered (Used),Automatic,"Rs. 7,950,000",Homagama,"127,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Looking for a reliable and practical daily SUV?
We've got you covered!

Honda CRV RE-4 for sale!

🔥2008 model

🔥full option auto

🔥all wheel drive 

🔥2.4 litre petrol engine

🔥dual climate crontrols

All Luxury taxes paid

🔥Alloy wheels

🔥keyless entry

Vehicle is in absolute mint condition 

Exchange considered!

Only expecting Rs.7,950,000 

☎️call 0714177169 for more details",https://riyasewana.com/buy/honda-crv-sale-homagama-11707973
Honda,SUV,Honda Vezel RS 2018 SUV (Used),Hybrid,1490,Registered (Used),Automatic,"Rs. 12,100,000",Colombo,"110,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Honda Vezel RS
Year of manufacture -2018 
CBA - 3XXX
Pearl White
First owner
Maintained at reputed company with warranty.
Original user manual available 
Original import documents available 
Tyre size 18''",https://riyasewana.com/buy/honda-vezel-rs-sale-colombo-11707972
Honda,SUV,Honda Vezel Z Orange 2014 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 9,650,000",Galle,"170,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Honda Vezel Z Orange (Highest Grade)



Original Orange Z Grade

Manufactured 2014 & Registered 2015
3rd owned
No accident
Genuine mileage with service records
Dual Clutch repair done (still in warranty period)
Dual clutch pump replaced
Rack replaced
12v battery newly replaced
All new tires
A/C repair done recently
Xiaomi android player installed
Interior and exterior in best condition
Nothing to do Vehicle in good condition

Price can negotiate contact for more",https://riyasewana.com/buy/honda-vezel-z-sale-galle-11707965
Honda,SUV,Honda Vezel 2014 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 8,080,000",Moratuwa,"132,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Urgent sale 
Dual clutch replaced 
New tyre
Brand new condition",https://riyasewana.com/buy/honda-vezel-sale-moratuwa-11707962
Toyota,SUV,Toyota Land Cruiser 2007 SUV (Used),Diesel,3000,Registered (Used),Manual,"Rs. 15,950,000",Ja-Ela,"197,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Toyota Land Cruiser Prado 120 Diesel Manual 
Jeep For Sale 🚘

Exchange Considering…
(වාහන හුවමාරු සළකා බැලේ..🚘)
Rs 15,950,000/-

✅ 2007 Company Brand New Imported
✅ Original Diesel
✅ Beige Interior
✅ 5 Speed Manual Transmission
       5 Seater 
✅ Selective 4WD
✅ Power Shutters Power Mirrors
✅ Brand New Android Audio Player with YouTube
✅ Reverse Camera USB
✅ 5L Engine
✅ Almost Brand New Tyres
✅ Factory Fitted Original Alloys
✅ 3M Floor Mats Door Visors
✅ Engine Running Gearbox 
       Perfect Condition
       BRAND NEW BATTERY 

197000 km
Recently full serviced Toyota Lanka
All running repairs done 

පරීක්ෂාවෙන් පසු පමණක් මිලගණනන් සාකච්ඡා කරගත හැක 👍🏼

Price Negotiable upon inspection 🚘

⚡️ Flexible Leasing / Bank Loan Facilities 
       can be arranged in Just ONE Day!

ලංකාවේ ප්‍රධාන පෙලේ මුල්‍ය ආයතන වලින් ලිසිං පහසුකම් ඔබේ නමටම එක් දිනෙන් ලබා ගැනීමේ හැකියාව ඇත. ✅



📞 Call Now for Inquiries

වැඩිදුර විස්තර සදහා අමතන්න   ☎️ 
                                         ( 075 0121 121 )

📍 Can be seen at One 2 One Car Sale,
No.14, Garden City, Ekala Rd, Ja-Ela.",https://riyasewana.com/buy/toyota-land-cruiser-sale-ja-ela-11707957
Honda,SUV,Honda VEZEL 2019 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 14,200,000",Colombo,"63,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","HONDA VEZEL

YOM-2019

YOR-2019

63000km

All service records available

3rd owner",https://riyasewana.com/buy/honda-vezel-sale-colombo-11707956
Suzuki,SUV,Suzuki Jimny Land-Venture 2015 SUV (Used),Petrol,650,Registered (Used),Automatic,"Rs. 6,650,000",Colombo,"68,697 km",[],"2nd Owner 
Full Option 
Carefully Used & Maintained 

Polgasowita",https://riyasewana.com/buy/suzuki-jimny-land-venture-sale-colombo-11707921
Land-Rover,SUV,Land-Rover Defender 2015 SUV (Used),Diesel,2,Registered (Used),Manual,Rs. 265,Negombo,"36,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Fully loaded vehicle 
New tyres
Luxury interior 
Sound system",https://riyasewana.com/buy/land-rover-defender-sale-negombo-11707918
Micro,SUV,Micro Rexton 2008 SUV (Used),Diesel,2700,Registered (Used),Automatic,"Rs. 8,275,000",Gampaha,"145,912 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Micro Ssangyong Rexton (2008)

Fully Loaded

Sun Roof

3rd Row AC

07 Seater (Tan Colour Leather Seats)

18"" Alloywheel

4WD

Android Player with Reverse Camera

Power Steering/Power Shutter

AC/Remote Lock

Showroom Conditions

No Anymore Repairs

Exchange Possible


Price:8,275,000/=

Finance can be arranged.


Down Payment:2,450,000/=

ලක්ෂ 24/50 ක් ලබා දී වාහනය රැගෙන යා හැක.

(ලක්ෂ 57/50 ක ෆිනැන්ස් පහසුකම් සළසා දිය හැක)


Contact us:

     075 900 6500",https://riyasewana.com/buy/micro-rexton-sale-gampaha-11707903
Honda,SUV,Honda Vezel 2022 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 16,875,000",Kelaniya,"42,999 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Honda Vezel.
2022/12
1st Owner.
43000 km.
CBO-XXXX
Service Records Available.
Original Honda Head Unit (Apple Carplay/Android Auto)
Adaptive Cruise Control with Lane Assist.
Accident Free.",https://riyasewana.com/buy/honda-vezel-sale-kelaniya-11707901
Peugeot,SUV,Peugeot 5008 2018 SUV (Used),Petrol,1200,Registered (Used),Automatic,"Rs. 16,650,000",Ja-Ela,"99,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Peugeot 5008 GT Line 2018
Seven Seater 
Origin - FRANCE 🇫🇷 

         Exchange considered 
         RS 16,650,000/-

* Brand new imported 
* Multifunctional steering wheel
   Including Paddle shift
* Adaptive cruise control
* Emergency safety brake system 
   including anti collision alert
* ABS , SRS AIRBAGS
* LANE DEPARTURE 
* LAND,DRIVE,BRAKE ASSISTS
* TRACTION CONTROL 
* SMART RAIN SENSORS 
  (FOR FRONT & REAR WINDSCREENS)
* DUAL ZONE,CLIMATE CONTROLLABLE  
   AIR CONDITIONING 
* CHRISTAL LED HEAD LAMPS,FOG LAMPS
* DAY TIME RUNNING LIGHTS 
* DVD ,FRONT & BACK CAMERAS,
   BLUETOOTH CALL ANSWERING OPTION..
* 102000km ON CLOCK 
* SERVICE HISTORY AVAILABLE 
* 1200 cc ,
* DIAMOND CUT - FACTORY FITTED 
  ORIGINAL ALLOYS 
* RETRACTABLE WINKER MIRRORS
  AND MANY MORE EXTRAS…✨

INTERIOR AND EXTERIOR IN ABSOLUTE MINT CONDITION 👌🏼 

*** THE JEEP IS IN MINT ABSOLUTE CONDITION 💯 ***

PRICE NEGOTIATIONS CAN BE DONE UPON INSPECTION 


LEASING FACILITIES CAN BE ARRANGED ✅ 

👉🏻ලීසිං පහසුකම් අවම ලියකියවිලි සමග ඔබට පහසු ලෙසින් සපයනු ලැබේ ✅

PART EXCHANGES WELCOMED 😉

ඔබේ වාහනය අලුත් වාහනක් සමග හුවමාරු කිරීමේ හැකියාව ඇත😍

It is possible to exchange your vehicle with a new vehicle ☝🏼 

VISIT US AT 
ONE 2 ONE CAR SALE 
EKALA RD,JA-ELA.
(just 200m from Keels super towards Ekala)",https://riyasewana.com/buy/peugeot-5008-sale-ja-ela-11707890
Mitsubishi,SUV,Mitsubishi Pajero 2001 SUV (Used),Petrol,1800,Registered (Used),Automatic,Negotiable,Kandy,"167,524 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]",MITSUBISHI I O JEEP ENGINE RUNNING INITIAL BODY PAINT 💯 ACCIDENT FREE 💯 VERY GOOD CONDITION,https://riyasewana.com/buy/mitsubishi-pajero-sale-kandy-11707889
Toyota,SUV,Toyota Land Cruiser 1998 SUV (Used),Diesel,3000,Registered (Used),Automatic,Negotiable,Colombo,"130,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","⬜Land cruiser Prado KZJ95 95
⬜1998
⬜1KZTE engine 
⬜Sunroof
⬜Power Antenna
⬜Line A/C
⬜7 seats
⬜16"" A/T Tires 
⬜Mint condition 
⬜Can be seen boralasgamuwa 
⬜More information please call 0701567589",https://riyasewana.com/buy/toyota-land-cruiser-sale-colombo-11707884
Mitsubishi,SUV,Mitsubishi Montero 2006 SUV (Used),Petrol,3000,Registered (Used),Automatic,"Rs. 13,250,000",Ja-Ela,"142,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Mitsubishi Montero V73 V6 Petrol - 2006
Brand New Imported United Motors 
GLS Highest Grade 7 Seater 

විකිණීමට හෝ හුවමාරුවට 🚘 
Rs 13,250,000/-

Highest Possible Grade With All Options!

• Brand New Imported
   Tax Papers Available 
• Beige Finished Leather Interior 
• Jery Can , New Shell 
• Seat Heaters 
• Automatic Transmission 
• Selective 4WD 
• 3000 cc , V6 Petrol 
   ( This is not a GDI Engine  )
• Teak Finished Trims 
• Sunroof 
• Rear Line A/C With Controllers
• 7 Seater 
• Reverse Camera Bluetooth USB
• YouTube Google Maps 
• 145000km Done 
   Records available 
• Fog Lamps
• Hood Railings
• Almost Brand New Tyres 
• 15” Alloys 
• Sport Spoiler Rear Wiper
• Floor Mats Door Visors 

Vehicle Exchange Considering 

Leasing / Bank Loan Facilities Can Be Arranged For A Flexible Rate Within One Day! ✅ 

Can be seen at One 2 One Car Sale 🚘 
Ekala Road ,Ja-ela. 📍 (Google Map 🔍)",https://riyasewana.com/buy/mitsubishi-montero-sale-ja-ela-11707863
Micro,SUV,Micro Rexton 2011 SUV (Used),Diesel,2600,Registered (Used),Automatic,"Rs. 11,500,000",Gampaha,"156,455 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Micro SsangYong Rexton(2011)
Fully Loaded
Original Power Up
XVT
Showroom Conditions
Registered Owner

Exchange Possible

Price: 11,500,000

Contact Us
0777 275 475",https://riyasewana.com/buy/micro-rexton-sale-gampaha-11707851
Toyota,SUV,Toyota Chr NGX 10 2018 SUV (Used),Petrol,1200,Registered (Used),Automatic,"Rs. 12,950,000",Katunayake,"98,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","98,000km geniune mileage 
All Toyota maintained
2018/2018 
NGX10 Gt 
Superb condition",https://riyasewana.com/buy/toyota-chr-ngx-sale-katunayake-11707849
Honda,SUV,Honda CRV 2013 SUV (Used),Petrol,2000,Registered (Used),Automatic,Negotiable,Dehiwala-Mount-Lavinia,"98,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER WINDOW""]","CRV  2013/2014  second owner,  no 4 wheel drive , high petrol efficiency , original paint, immaculate condition, can inspect any place, serious buyers only, EXCHANGE POSSIBLE, leasing can be arranged, 0777272367",https://riyasewana.com/buy/honda-crv-sale-dehiwala-mount-lavinia-11698465
Honda,SUV,Honda Vezel Z Premium 2026 SUV Unregistered (Recondition),Hybrid,1500,Unregistered (Recondition),Automatic,"Rs. 20,275,000",Colombo,-,"[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","FOR THIS VEHICLE WARRANTY AVAILABLE UPTO 3 YEARS OR 100,000 KM WHICHEVER COMES FIRST 

* YEAR OF MANUFATURE 2026 
* ZERO MILAGE
* PERL WHITE EXTERIOR AND BLACK INTERIOR
* HONDA SENSING
* ADAPTIVE DRIVING BEAM
* BLIND SPOT INFORMATION
* 10 SPEAKERS PREMIUM SOUNDS
* 4-WAY CAMERA WITH INTELIGENT GUIDELINES
*  ADAPTIVE CRUISE CONTROL
* PEDDLE SHIFT
* SPORT, NORMAL & ECONOMY 3 DRIVING MODES
* LED SEQUESTIAL TURN SIGNAL LAMPS
* WIRELESS CHARGING
* POWER BOOT ( TAILGATE ) WITH HANDS FREE ACCESS 
* SAFETY BRAKE SYSTEM
* CHARGING PORT 
* DUAL MULTI-FUNCTION STEERING
* SEAT HEATERS FOR BOTH DRIVER AND PASSENGER
* PUSH START
* TWO SMART KEYS
* DUAL ZONE AUTOMATIC A/C
* HALF LEATHER & FABRIC COMBI SEATS
* LED DIGITAL SPEEDOMETER
* 18 INCH ALLOY WHEELS
* POWER RECTRACTABLE WINKER MIRROR
* HONDA CONNECT DISPLAY WITH ORIGINAL ANDROID PLAYER 
* LANE DEPARTURE
* AUTO LIGHTS & WIPERS
* ADJUSTABLE SEATS
* REAR WIPER
* SRS AIRBAGS

* AND MANY MORE….

CALL 0775245900 PRESTIGE AUTO LOVERS",https://riyasewana.com/buy/honda-vezel-z-sale-colombo-11696094
